name,ticker,industry,NIFTY closing,Date,Market Capitalisation,EPS,P/E,P/B,Beta,Industry PE,Industry PB,Risk_Score,risk,alt-score
Vesuvius India Ltd.,VESUVIUS,Refractories,17359.75,31-03-2023,33234.83,66.08,24.78,3.19,0.73,15.0,2.0,5.631,Investment Worthy,3.998237069
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Chemicals,17359.75,31-03-2023,16282.07,7.58,43.01,6.48,1.07,20.0,3.5,-1.313928571,Moderately risky,5.025631409
Viji Finance Ltd.,VIJIFIN,Finance,17359.75,31-03-2023,173.25,0.06,35.36,1.43,0.97,15.0,1.8,-1.115777778,Moderately risky,0.612557522
Vikas Ecotech Ltd.,VIKASECO,Plastic products,17359.75,31-03-2023,2371.45,0.1,23.95,1.0,1.07,15.5,2.0,-0.10516129,Moderately risky,2.337859922
Vimta Labs Ltd.,VIMTALABS,Miscellaneous,17359.75,31-03-2023,6945.18,21.59,14.54,2.48,1.29,18.5,2.5,2.091054054,Non risky,3.122302706
Vinati Organics Ltd.,VINATIORGA,Chemicals,17359.75,31-03-2023,185871.06,44.53,40.61,8.38,0.95,20.0,3.5,2.078214286,Non risky,5.662975523
Vindhya Telelinks Ltd.,VINDHYATEL,Cables,17359.75,31-03-2023,20695.75,119.07,14.67,1.82,1.35,14.5,1.8,11.53416475,Investment Worthy,1.526944675
Visaka Industries Ltd.,VISAKAIND,Cement - Products,17359.75,31-03-2023,5908.36,32.52,10.51,0.76,1.49,16.5,2.5,3.821030303,Investment Worthy,1.53860429
Vishal Fabrics Ltd.,VISHAL,Textiles,17359.75,31-03-2023,3250.68,2.65,6.21,0.84,0.77,15.0,1.8,1.614333333,Non risky,2.344382719
Vishnu Chemicals Ltd.,VISHNU,Chemicals,17359.75,31-03-2023,16133.1,20.97,12.88,4.66,1.33,20.0,3.5,1.791571429,Non risky,3.828088996
Voltamp Transformers Ltd.,VOLTAMP,Capital Goods - Electrical Equipment,17359.75,31-03-2023,27239.84,195.79,13.75,2.46,0.93,18.5,2.3,19.83619154,Investment Worthy,3.982044015
Voltas Ltd.,VOLTAS,Consumer Durables,17359.75,31-03-2023,270746.44,10.47,78.12,4.0,1.1,20.0,2.5,-2.559,Highly risky,2.412352673
W S Industries (India) Ltd.,WSI,Infrastructure Developers & Operators,17359.75,31-03-2023,1360.66,3.66,8.9,5.25,0.24,20.0,3.0,0.931,Non risky,6.374170115
Wealth First Portfolio Managers Ltd.,WEALTH,Finance,17359.75,31-03-2023,3033.48,12.68,22.45,3.95,0.16,15.0,1.8,0.416888889,Moderately risky,2.846033285
Weizmann Ltd.,WEIZMANIND,Textiles,17359.75,31-03-2023,1295.68,3.82,21.38,2.3,0.69,15.0,1.8,-0.011111111,Moderately risky,2.920196721
Welspun Corp Ltd.,WELCORP,Steel,17359.75,31-03-2023,52436.64,14.4,13.93,1.51,1.9,15.5,1.9,0.84655348,Non risky,2.266606406
Welspun Enterprises Ltd.,WELENT,Construction,17359.75,31-03-2023,18830.37,12.28,10.22,0.76,1.52,17.0,2.2,1.761368984,Non risky,1.029833759
Welspun India Ltd.,WELSPUNIND,Textiles,17359.75,31-03-2023,62889.92,1.54,41.46,1.74,1.4,15.0,1.8,-1.976666667,Highly risky,1.978584065
Wendt (India) Ltd.,WENDT,Capital Goods-Non Electrical Equipment,17359.75,31-03-2023,17017.4,197.2,43.15,10.05,1.16,17.5,2.5,15.07428571,Investment Worthy,9.48477423
West Coast Paper Mills Ltd.,WSTCSTPAPR,Paper,17359.75,31-03-2023,35045.55,88.11,6.02,1.71,1.49,13.5,1.6,8.806324074,Investment Worthy,2.752217011
Wheels India Ltd.,WHEELS,Auto Ancillaries,17359.75,31-03-2023,10796.56,27.08,16.57,1.51,1.12,18.5,2.4,3.063157658,Non risky,2.086534714
Wipro Ltd.,WIPRO,IT - Software,17359.75,31-03-2023,2004461.95,17.55,20.81,3.19,0.78,30.0,5.0,2.643333333,Non risky,2.463870882
Wonderla Holidays Ltd.,WONDERLA,Entertainment,17359.75,31-03-2023,24221.46,25.43,16.84,2.55,1.07,25.0,4.0,3.1619,Investment Worthy,2.822517449
Worth Peripherals Ltd.,WORTH,Paper,17359.75,31-03-2023,1449.09,11.45,8.03,1.02,0.62,13.5,1.6,2.292685185,Non risky,2.211590472
Xchanging Solutions Ltd.,XCHANGING,IT - Software,17359.75,31-03-2023,5926.68,1.02,52.4,2.1,1.27,30.0,5.0,-0.334666667,Moderately risky,0.98620882
Xpro India Ltd.,XPROINDIA,Plastic products,17359.75,31-03-2023,12602.87,24.24,28.55,6.23,1.43,15.5,2.0,-0.962935484,Moderately risky,5.349045845
Yes Bank Ltd.,YESBANK,Banks,17359.75,31-03-2023,432759.37,0.18,82.98,1.09,0.37,12.5,1.5,-4.717066667,Highly risky,0.071954889
Zee Entertainment Enterprises Ltd.,ZEEL,Entertainment,17359.75,31-03-2023,203870.25,4.57,46.42,2.1,1.33,25.0,4.0,-0.2548,Moderately risky,1.921369258
Zee Learn Ltd.,ZEELEARN,Computer Education,17359.75,31-03-2023,1059.8,0.9,3.6,1.85,1.06,18.5,2.5,1.095405405,Non risky,-0.106423511
Zen Technologies Ltd.,ZENTEC,IT - Software,17359.75,31-03-2023,26091.21,4.47,73.45,10.79,1.64,30.0,5.0,-2.799333333,Highly risky,8.937215838
Zenith Exports Ltd.,ZENITHEXPO,Textiles,17359.75,31-03-2023,426.3,2.93,26.98,0.53,0.49,15.0,1.8,0.709888889,Moderately risky,0.813045391
Zensar Technologies Ltd.,ZENSARTECH,IT - Software,17359.75,31-03-2023,62130.77,13.51,20.31,2.7,0.95,30.0,5.0,2.184,Non risky,3.032547759
Zota Health Care Ltd.,ZOTA,Pharmaceuticals,17359.75,31-03-2023,7088.92,2.36,119.14,7.53,0.66,25.0,3.5,-4.341028571,Highly risky,6.432860792
Zydus Wellness Ltd.,ZYDUSWELL,FMCG,17359.75,31-03-2023,98648.91,10.44,148.46,2.45,0.63,30.0,6.0,-1.943,Highly risky,1.609717993
360 One Wam Ltd.,360ONE,Other fund based financial services,17359.75,31-03-2023,153367.77,13.92,30.93,6.64,1.17,15.0,1.8,-2.528888889,Highly risky,3.099849598
3M India Ltd.,3MINDIA,"Plastic furniture, floorings & miscellaneous items",17359.75,31-03-2023,258689.38,356.84,64.35,13.28,0.83,16.0,2.0,27.192125,Investment Worthy,7.974984477
A B B India Ltd.,ABB,"Generators, transformers & switchgears",17359.75,31-03-2023,713103.47,37.51,89.7,13.76,0.76,17.0,2.2,-5.540016043,Highly risky,6.570441307
A C C Ltd.,ACC,Cement,17359.75,31-03-2023,313078.92,39.32,42.4,2.23,1.01,17.5,2.5,2.607142857,Non risky,1.715512624
A I A Engineering Ltd.,AIAENG,Castings & forgings,17359.75,31-03-2023,273821.47,102.67,28.28,5.0,0.58,16.0,2.0,8.4195,Investment Worthy,3.031235099
A P L Apollo Tubes Ltd.,APLAPOLLO,Steel pipes & tubes,17359.75,31-03-2023,334280.7,18.46,65.29,13.0,1.28,15.0,1.9,-7.62877193,Highly risky,8.023719087
A U Small Finance Bank Ltd.,AUBANK,Banking services,17359.75,31-03-2023,386178.74,20.0,28.96,3.52,1.29,12.5,1.5,-0.953466667,Moderately risky,0.340772749
Aarti Drugs Ltd.,AARTIDRUGS,Drugs & pharmaceuticals,17359.75,31-03-2023,31275.65,16.5,20.47,2.8,0.95,25.0,3.5,2.0812,Non risky,2.678862974
Aarti Industries Ltd.,AARTIIND,Other chemical products,17359.75,31-03-2023,187831.47,14.59,35.5,3.82,1.0,20.0,3.0,0.410666667,Moderately risky,2.321802612
Aavas Financiers Ltd.,AAVAS,Housing finance services,17359.75,31-03-2023,127340.86,54.36,29.63,3.89,0.87,15.0,2.0,3.645666667,Investment Worthy,0.96887652
Abbott India Ltd.,ABBOTINDIA,Drugs & pharmaceuticals,17359.75,31-03-2023,468862.66,440.34,50.11,14.7,0.41,25.0,3.5,40.4196,Investment Worthy,7.344902398
Adani Energy Solutions Ltd.,ADANIENSOL,Wholesale trading,17359.75,31-03-2023,1107740.01,1.53,650.69,10.73,1.45,18.5,2.5,-37.76143243,Highly risky,5.173004895
Adani Enterprises Ltd.,ADANIENT,Wholesale trading,17359.75,31-03-2023,1995514.96,14.79,118.33,14.32,1.89,18.5,2.5,-9.535216216,Highly risky,5.793428701
Adani Power Ltd.,ADANIPOWER,Conventional electricity,17359.75,31-03-2023,738989.5,10.19,18.8,5.77,1.89,15.0,1.8,-2.329888889,Highly risky,1.920116171
Adani Total Gas Ltd.,ATGL,Natural gas trading & distribution,17359.75,31-03-2023,954360.2,4.83,179.74,32.48,1.4,14.5,1.7,-29.41874442,Highly risky,8.514012328
Aditya Birla Capital Ltd.,ABCAPITAL,Other fund based financial services,17359.75,31-03-2023,371282.99,0.57,269.32,3.68,1.59,15.0,1.8,-18.53211111,Highly risky,2.665188545
Aditya Birla Fashion & Retail Ltd.,ABFRL,Retail trading,17359.75,31-03-2023,203365.78,1.37,156.08,6.14,1.1,20.0,2.5,-8.223,Highly risky,1.885874263
Aegis Logistics Ltd.,AEGISCHEM,Storage & distribution,17359.75,31-03-2023,133011.45,10.87,34.87,6.12,1.06,16.0,2.0,-2.212375,Highly risky,3.813876553
Affle (India) Ltd.,AFFLE,Business services & consultancy,17359.75,31-03-2023,131532.12,5.0,197.29,14.47,1.4,18.5,2.5,-14.35232432,Highly risky,7.805094059
Ajanta Pharma Ltd.,AJANTPHARM,Drugs & pharmaceuticals,17359.75,31-03-2023,154877.69,45.35,26.65,4.77,0.6,25.0,3.5,4.506142857,Investment Worthy,3.354733943
Akzo Nobel India Ltd.,AKZOINDIA,Paints & varnishes,17359.75,31-03-2023,104767.77,70.16,32.79,7.97,0.61,20.0,3.0,5.109833333,Investment Worthy,2.594608713
Alembic Pharmaceuticals Ltd.,APLLTD,Drugs & pharmaceuticals,17359.75,31-03-2023,97564.11,17.59,28.22,2.21,0.51,25.0,3.5,2.488771429,Non risky,2.050426708
Alkem Laboratories Ltd.,ALKEM,Drugs & pharmaceuticals,17359.75,31-03-2023,406054.7,95.83,35.44,4.34,0.43,25.0,3.5,9.4954,Investment Worthy,2.655890705
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Organic chemicals,17359.75,31-03-2023,110142.29,45.44,47.43,9.42,1.03,20.0,3.0,1.0025,Non risky,4.903871268
Amara Raja Batteries Ltd.,AMARAJABAT,Storage batteries,17359.75,31-03-2023,98917.52,44.03,13.15,1.87,1.0,15.5,2.0,4.619612903,Investment Worthy,2.727549305
Amber Enterprises India Ltd.,AMBER,Air-conditioners & refrigerators,17359.75,31-03-2023,61477.58,14.1,129.4,3.71,0.75,15.0,2.0,-6.821666667,Highly risky,2.198694714
Ambuja Cements Ltd.,AMBUJACEM,Cement,17359.75,31-03-2023,725852.61,9.52,38.42,3.09,1.06,17.5,2.5,-0.539428571,Moderately risky,1.744671963
Angel One Ltd.,ANGELONE,Securities broking,17359.75,31-03-2023,97004.65,104.41,11.14,4.59,1.53,16.0,2.0,8.91975,Investment Worthy,1.090138531
Anupam Rasayan India Ltd.,ANURAS,Other chemical products,17359.75,31-03-2023,92994.51,15.68,55.18,3.91,0.91,20.0,3.0,-0.404333333,Moderately risky,2.164404097
Apar Industries Ltd.,APARINDS,"Lubricants, etc.",17359.75,31-03-2023,95859.06,155.3,16.13,4.65,0.66,14.0,1.8,14.13452381,Investment Worthy,3.681555088
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Health services,17359.75,31-03-2023,619841.28,75.7,56.94,8.95,0.61,22.0,3.0,4.388484848,Investment Worthy,4.195268256
Apollo Tyres Ltd.,APOLLOTYRE,Tyres & tubes,17359.75,31-03-2023,203168.79,9.05,35.33,2.05,1.63,16.5,2.2,-0.798030303,Moderately risky,1.730387962
Asahi India Glass Ltd.,ASAHIINDIA,Glass & glassware,17359.75,31-03-2023,109913.11,15.11,29.92,5.17,1.25,14.0,1.6,-2.107392857,Highly risky,3.069372619
Ashok Leyland Ltd.,ASHOKLEY,Commercial vehicles,17359.75,31-03-2023,408708.92,4.82,28.89,4.85,1.61,16.0,2.0,-2.358625,Highly risky,3.304312284
Asian Paints Ltd.,ASIANPAINT,Paints & varnishes,17359.75,31-03-2023,2648968.58,42.36,65.19,17.0,0.69,20.0,3.0,-2.380166667,Highly risky,10.11077389
Aster D M Healthcare Ltd.,ASTERDM,Health services,17359.75,31-03-2023,120232.79,3.59,66.98,4.34,0.92,22.0,3.0,-2.052212121,Highly risky,2.965194284
Astral Ltd.,ASTRAL,"Plastic tubes, pipes, fittings & sheets",17359.75,31-03-2023,359133.67,16.78,79.67,13.41,0.9,17.5,2.3,-6.605006211,Highly risky,9.617077937
Astrazeneca Pharma India Ltd.,ASTRAZEN,Wholesale trading,17359.75,31-03-2023,81320.0,39.72,81.9,13.77,0.53,18.5,2.5,-3.493027027,Highly risky,7.285583585
Atul Ltd.,ATUL,Other chemical products,17359.75,31-03-2023,205387.7,185.07,37.6,4.48,0.71,20.0,3.0,17.42366667,Investment Worthy,3.124264436
Aurobindo Pharma Ltd.,AUROPHARMA,Drugs & pharmaceuticals,17359.75,31-03-2023,303574.79,20.68,25.05,1.69,0.98,25.0,3.5,2.603142857,Non risky,1.575947795
Avanti Feeds Ltd.,AVANTIFEED,Vegetable oils & products,17359.75,31-03-2023,46248.58,16.96,20.01,2.62,1.24,14.5,1.8,0.620444444,Moderately risky,3.64481468
Axis Bank Ltd.,AXISBANK,Banking services,17359.75,31-03-2023,2641477.45,18.55,46.28,2.11,1.48,12.5,1.5,-1.734066667,Highly risky,0.177882888
Bajaj Auto Ltd.,BAJAJ-AUTO,Two & three wheelers,17359.75,31-03-2023,1099218.6,195.4,19.88,4.32,0.79,16.0,2.0,18.3475,Investment Worthy,3.933072437
Bajaj Electricals Ltd.,BAJAJELEC,Wholesale trading,17359.75,31-03-2023,121048.06,12.96,81.15,6.17,1.25,18.5,2.5,-3.808486486,Highly risky,2.808931002
Bajaj Finance Ltd.,BAJFINANCE,Other asset financing services,17359.75,31-03-2023,3400544.64,152.09,36.93,6.6,1.53,15.0,1.8,10.55033333,Investment Worthy,1.687430138
Bajaj Finserv Ltd.,BAJAJFINSV,Other fund based financial services,17359.75,31-03-2023,2017300.78,4.6,275.43,38.44,1.39,15.0,1.8,-37.64755556,Highly risky,27.98457215
Bajaj Holdings & Invst. Ltd.,BAJAJHLDNG,Other fund based financial services,17359.75,31-03-2023,658868.71,153.74,38.51,4.21,1.01,15.0,1.8,12.45777778,Investment Worthy,3.021970857
Balaji Amines Ltd.,BALAMINES,Organic chemicals,17359.75,31-03-2023,62964.86,69.66,27.9,4.5,1.76,20.0,3.0,5.311,Investment Worthy,3.700345838
Balkrishna Industries Ltd.,BALKRISIND,Tyres & tubes,17359.75,31-03-2023,377248.83,55.72,35.03,4.97,1.23,16.5,2.2,2.959878788,Non risky,3.308165232
Balrampur Chini Mills Ltd.,BALRAMCHIN,Sugar,17359.75,31-03-2023,79842.26,13.84,28.6,2.78,1.08,12.0,1.2,-1.396,Moderately risky,1.633368185
Bank Of Baroda,BANKBARODA,Banking services,17359.75,31-03-2023,873184.5,27.86,6.06,0.95,1.53,12.5,1.5,3.137866667,Non risky,0.022573013
Bank Of India,BANKINDIA,Banking services,17359.75,31-03-2023,306331.21,9.32,8.01,0.59,1.61,12.5,1.5,1.287866667,Non risky,0.004298085
Bank Of Maharashtra,MAHABANK,Banking services,17359.75,31-03-2023,166579.79,3.67,6.75,1.18,1.14,12.5,1.5,0.900333333,Non risky,0.053607503
Bata India Ltd.,BATAINDIA,Retail trading,17359.75,31-03-2023,182297.04,25.03,56.68,12.71,0.96,20.0,2.5,-3.375,Highly risky,5.094122992
Bayer Cropscience Ltd.,BAYERCROP,Pesticides,17359.75,31-03-2023,183258.12,145.34,28.06,6.76,0.73,18.0,2.0,11.86511111,Investment Worthy,2.728476323
Berger Paints India Ltd.,BERGEPAINT,Paints & varnishes,17359.75,31-03-2023,565076.46,8.49,68.55,13.16,0.86,20.0,3.0,-4.825166667,Highly risky,6.148965853
Bharat Dynamics Ltd.,BDL,Communication equipment,17359.75,31-03-2023,181210.17,19.21,51.46,5.64,1.14,15.0,2.0,-2.469666667,Highly risky,1.52093021
Bharat Electronics Ltd.,BEL,Communication equipment,17359.75,31-03-2023,713068.92,3.93,24.84,5.25,1.01,15.0,2.0,-1.898,Highly risky,2.103795583
Bharat Forge Ltd.,BHARATFORG,Other automobile ancillaries,17359.75,31-03-2023,358712.76,22.25,34.62,4.66,1.48,16.0,2.0,-0.74875,Moderately risky,2.951678847
Bharat Petroleum Corpn. Ltd.,BPCL,Refinery,17359.75,31-03-2023,746873.72,14.55,23.66,1.44,1.07,12.0,1.5,0.453333333,Moderately risky,3.505224911
Bharti Airtel Ltd.,BHARTIARTL,Telecommunication services,17359.75,31-03-2023,4469599.31,6.99,107.21,5.67,0.74,12.5,1.5,-9.3978,Highly risky,1.553034504
Birlasoft Ltd.,BSOFT,Computer software,17359.75,31-03-2023,71782.44,7.32,35.69,5.88,1.39,30.0,5.0,-0.023666667,Moderately risky,5.671942827
Blue Dart Express Ltd.,BLUEDART,Transport logistics services,17359.75,31-03-2023,147420.47,157.0,39.57,11.7,0.79,18.0,2.5,11.03166667,Investment Worthy,5.060385893
Blue Star Ltd.,BLUESTARCO,Air-conditioners & refrigerators,17359.75,31-03-2023,132831.3,18.04,76.44,10.39,1.01,15.0,2.0,-6.497,Highly risky,3.93155904
Bombay Burmah Trdg. Corpn. Ltd.,BBTC,Tea,17359.75,31-03-2023,56609.43,27.95,29.03,26.75,1.33,14.0,1.7,-13.34386555,Highly risky,4.069014643
Borosil Renewables Ltd.,BORORENEW,Glass & glassware,17359.75,31-03-2023,53615.18,6.79,60.53,6.11,1.51,14.0,1.6,-5.973321429,Highly risky,2.854615054
Bosch Ltd.,BOSCHLTD,Other automobile ancillaries,17359.75,31-03-2023,571288.86,484.1,40.01,5.19,1.22,16.0,2.0,45.094375,Investment Worthy,2.679590395
Brigade Enterprises Ltd.,BRIGADE,Housing construction,17359.75,31-03-2023,109528.31,16.46,28.84,2.79,1.29,17.0,2.0,0.264529412,Moderately risky,1.278190103
Britannia Industries Ltd.,BRITANNIA,Bakery products,17359.75,31-03-2023,1041068.91,79.33,54.48,32.73,0.66,16.0,2.0,-9.497,Highly risky,9.908200367
C C L Products (India) Ltd.,CCL,Coffee,17359.75,31-03-2023,75513.3,12.61,45.01,6.9,0.82,18.0,2.5,-1.819555556,Highly risky,3.691050518
C E S C Ltd.,CESC,Wholesale trading,17359.75,31-03-2023,88349.27,6.0,11.11,0.89,0.9,18.5,2.5,1.743459459,Non risky,0.717239305
C G Power & Indl. Solutions Ltd.,CGPOWER,"Generators, transformers & switchgears",17359.75,31-03-2023,458215.79,4.76,63.04,18.86,1.29,17.0,2.2,-10.09496257,Highly risky,7.464257949
C I E Automotive India Ltd.,CIEINDIA,Other automobile ancillaries,17359.75,31-03-2023,133080.32,13.52,25.94,2.84,1.13,16.0,2.0,0.18075,Moderately risky,2.838084772
C S B Bank Ltd.,CSBBANK,Banking services,17359.75,31-03-2023,42521.38,27.27,8.99,1.39,1.01,12.5,1.5,3.071133333,Non risky,0.099652685
Can Fin Homes Ltd.,CANFINHOME,Housing finance services,17359.75,31-03-2023,70465.16,46.84,11.3,1.93,1.28,15.0,2.0,4.685666667,Investment Worthy,0.724963845
Caplin Point Laboratories Ltd.,CAPLIPOINT,Drugs & pharmaceuticals,17359.75,31-03-2023,45234.24,30.86,19.31,3.99,1.07,25.0,3.5,3.1036,Non risky,4.765686044
Capri Global Capital Ltd.,CGCL,Other fund based financial services,17359.75,31-03-2023,136297.95,6.87,96.23,4.04,0.73,15.0,1.8,-5.702777778,Highly risky,1.331847531
Carborundum Universal Ltd.,CARBORUNIV,Other construction materials,17359.75,31-03-2023,187227.78,16.08,61.3,9.34,1.04,15.0,2.0,-5.188666667,Highly risky,6.755496223
Castrol India Ltd.,CASTROLIND,"Lubricants, etc.",17359.75,31-03-2023,109743.13,7.93,14.0,5.25,0.77,14.0,1.8,-0.893666667,Moderately risky,4.285998478
Ceat Ltd.,CEATLTD,Tyres & tubes,17359.75,31-03-2023,58674.88,49.49,29.31,1.75,1.18,16.5,2.2,4.197181818,Investment Worthy,1.913460759
Central Bank Of India Ltd.,CENTRALBK,Banking services,17359.75,31-03-2023,209210.64,1.57,15.36,0.82,1.24,12.5,1.5,0.141533333,Moderately risky,-0.026723238
Century Plyboards (India) Ltd.,CENTURYPLY,Wood & wood products,17359.75,31-03-2023,103577.05,16.51,28.23,5.46,1.28,16.0,2.0,-1.123375,Moderately risky,4.808784234
Century Textiles & Inds. Ltd.,CENTURYTEX,Paper & newsprint,17359.75,31-03-2023,70815.06,20.2,31.39,1.69,1.59,13.5,1.6,0.048564815,Moderately risky,1.730370127
Cera Sanitaryware Ltd.,CERA,Wholesale trading,17359.75,31-03-2023,83277.26,158.88,40.3,7.12,0.62,18.5,2.5,13.24162162,Investment Worthy,5.572645175
Chalet Hotels Ltd.,CHALET,Hotels & restaurants,17359.75,31-03-2023,74454.78,4.31,84.35,4.98,1.05,20.0,3.0,-3.4965,Highly risky,2.034781931
Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERT,Wholesale trading,17359.75,31-03-2023,109920.49,23.67,11.16,1.6,0.97,18.5,2.5,3.153756757,Investment Worthy,2.358338438
Chemplast Sanmar Ltd.,CHEMPLASTS,Polymers,17359.75,31-03-2023,54998.42,10.8,32.21,1.94,0.92,16.5,2.0,0.237878788,Moderately risky,1.038431343
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Other fund based financial services,17359.75,31-03-2023,102282.38,3.08,176.75,8.27,0.92,15.0,1.8,-13.98977778,Highly risky,10.52037583
Cholamandalam Investment & Finance Co. Ltd.,CHOLAFIN,Auto finance services,17359.75,31-03-2023,625819.32,29.76,25.58,4.38,1.63,15.0,2.0,0.450666667,Moderately risky,0.995577158
Cipla Ltd.,CIPLA,Drugs & pharmaceuticals,17359.75,31-03-2023,726839.11,30.95,29.09,2.95,0.47,25.0,3.5,3.618542857,Investment Worthy,2.626345111
City Union Bank Ltd.,CUB,Banking services,17359.75,31-03-2023,93181.4,11.99,10.5,1.25,1.14,12.5,1.5,1.385666667,Non risky,0.083784495
Coal India Ltd.,COALINDIA,Other fund based financial services,17359.75,31-03-2023,1316666.91,24.02,8.9,7.82,0.87,15.0,1.8,-0.405777778,Moderately risky,4.666810785
Cochin Shipyard Ltd.,COCHINSHIP,Other transport equipment & ancillaries,17359.75,31-03-2023,62580.34,20.73,22.95,1.4,0.9,16.0,2.0,2.038625,Non risky,0.706241866
Coforge Ltd.,COFORGE,Computer software,17359.75,31-03-2023,232992.23,120.27,31.71,8.91,0.89,30.0,5.0,11.298,Investment Worthy,5.285539252
Colgate-Palmolive (India) Ltd.,COLPAL,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,409977.55,38.87,38.78,23.89,0.41,18.0,2.5,-5.233444444,Highly risky,5.7871728
Computer Age Mgmt. Services Ltd.,CAMS,ITES,17359.75,31-03-2023,99503.54,55.38,36.67,13.67,0.77,30.0,5.0,3.811666667,Investment Worthy,4.958804356
Container Corpn. Of India Ltd.,CONCOR,Railway transport services,17359.75,31-03-2023,353543.05,19.21,30.21,3.15,1.1,15.0,2.0,0.232,Moderately risky,2.401989004
Coromandel International Ltd.,COROMANDEL,Fertilisers,17359.75,31-03-2023,258511.59,68.7,12.8,3.29,0.52,12.0,1.4,5.933333333,Investment Worthy,3.830717028
Creditaccess Grameen Ltd.,CREDITACC,Other fund based financial services,17359.75,31-03-2023,145431.18,47.97,19.08,2.85,1.41,15.0,1.8,3.531666667,Investment Worthy,0.938398117
Crisil Ltd.,CRISIL,Business services & consultancy,17359.75,31-03-2023,235205.23,53.43,60.24,23.23,0.77,18.5,2.5,-4.975216216,Highly risky,11.19933765
Crompton Greaves Consumer Electricals Ltd.,CROMPTON,Other domestic appliances,17359.75,31-03-2023,186380.15,7.13,41.12,6.57,0.75,16.0,2.0,-2.892,Highly risky,3.351914145
D C M Shriram Ltd.,DCMSHRIRAM,Other chemical products,17359.75,31-03-2023,116551.27,56.42,13.25,1.86,1.07,20.0,3.0,6.2895,Investment Worthy,1.734007586
D L F Ltd.,DLF,Housing construction,17359.75,31-03-2023,882943.69,8.99,39.7,3.07,1.69,17.0,2.0,-1.661294118,Highly risky,2.250445035
Dalmia Bharat Ltd.,DALBHARAT,Other fund based financial services,17359.75,31-03-2023,369008.22,10.4,189.23,4.7,1.28,15.0,1.8,-12.46644444,Highly risky,3.116332016
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,DEEPAKFERT,Other chemical products,17359.75,31-03-2023,69266.69,22.05,24.89,2.31,1.26,20.0,3.0,1.9305,Non risky,1.989777228
Divi'S Laboratories Ltd.,DIVISLAB,Drugs & pharmaceuticals,17359.75,31-03-2023,749510.72,68.13,41.44,5.9,0.76,25.0,3.5,5.709685714,Investment Worthy,4.242589823
Dr. Lal Pathlabs Ltd.,LALPATHLAB,Health services,17359.75,31-03-2023,152404.82,34.95,52.3,8.96,0.67,22.0,3.0,0.461060606,Moderately risky,5.775787623
Dr. Reddy'S Laboratories Ltd.,DRREDDY,Drugs & pharmaceuticals,17359.75,31-03-2023,769816.74,158.6,29.15,3.76,0.53,25.0,3.5,16.08971429,Investment Worthy,3.071458815
E I D-Parry (India) Ltd.,EIDPARRY,Sugar,17359.75,31-03-2023,83202.49,17.14,27.35,2.89,1.0,12.0,1.2,-0.9735,Moderately risky,0.19737971
E I H Ltd.,EIHOTEL,Hotels & restaurants,17359.75,31-03-2023,103591.58,5.73,28.9,3.32,1.5,20.0,3.0,-0.478666667,Moderately risky,3.232913735
E P L Ltd.,EPL,Plastic packaging goods,17359.75,31-03-2023,51613.64,5.25,30.89,5.74,0.74,17.0,2.2,-1.641149733,Highly risky,2.746606866
Easy Trip Planners Ltd.,EASEMYTRIP,Diversified non-financial services,17359.75,31-03-2023,75790.75,0.84,51.62,19.61,2.32,18.0,2.5,-9.947777778,Highly risky,7.799433123
Eclerx Services Ltd.,ECLERX,ITES,17359.75,31-03-2023,63262.32,76.26,16.92,5.45,1.1,30.0,5.0,7.872,Investment Worthy,4.298238942
Escorts Kubota Ltd.,ESCORTS,Agricultural machinery,17359.75,31-03-2023,249506.28,53.0,35.68,2.96,1.09,16.0,2.0,3.5,Investment Worthy,2.603501397
F D C Ltd.,FDC,Drugs & pharmaceuticals,17359.75,31-03-2023,42522.75,12.11,21.16,2.11,0.84,25.0,3.5,1.921742857,Non risky,1.618728981
Fine Organic Inds. Ltd.,FINEORG,Other chemical products,17359.75,31-03-2023,132049.45,192.52,22.37,8.68,0.73,20.0,3.0,17.51016667,Investment Worthy,8.235934001
G A I L (India) Ltd.,GAIL,Natural gas trading & distribution,17359.75,31-03-2023,691371.73,7.84,13.41,1.24,1.06,14.5,1.7,1.069760649,Non risky,1.578738389
G M M Pfaudler Ltd.,GMMPFAUDLR,Industrial machinery,17359.75,31-03-2023,65907.29,17.63,83.13,9.31,0.92,17.0,2.2,-5.278818182,Highly risky,4.355530625
Galaxy Surfactants Ltd.,GALAXYSURF,"Cosmetics, toiletries, soaps & detergents",17359.75,31-03-2023,82588.3,60.52,38.49,6.75,0.78,18.0,2.5,3.433666667,Investment Worthy,5.031749933
Garware Technical Fibres Ltd.,GARFIBRES,Other textiles,17359.75,31-03-2023,59303.53,78.09,37.27,5.78,0.78,15.0,2.0,4.654333333,Investment Worthy,3.446116303
Gland Pharma Ltd.,GLAND,Drugs & pharmaceuticals,17359.75,31-03-2023,208881.82,47.06,26.95,2.63,0.59,25.0,3.5,5.286571429,Investment Worthy,2.089549352
